Item_ID,Aegis_Name,Display_Name,View_Sprite,Costume_Type,Status
19627,C_Satellite_Hairband,Costume Satellite Hairband,266,Head_Top,Official
19628,C_Headset,Costume Headset,87,Head_Top,Official
19630,C_Crown,Costume Crown,45,Head_Top,Official
19632,C_Hat,Costume Hat,16,Head_Top,Official
19645,C_Phoenix_Crown,Costume Phoenix Crown,840,Head_Mid,Official
19650,C_Rainbow_Feather_Deco,Costume Rainbow Feather Deco,934,Head_Top,Official
19666,C_Cookie_Hat,Costume Cookie Hat,217,Head_Top,Official
19669,C_Reginleif_Hairband_,Costume Reginleif Hairband,468,Head_Mid,Official
19676,C_Rainbow_Poring_Hat,Costume Rainbow Poring Hat,900,Head_Top,Official
19683,C_Sweet_Candy,Costume Sweet Candy,414,Head_Low,Official
19686,C_SantaHairband,Costume Santa Hairband,964,Head_Top,Official
19692,C_Antique_Pipe,C Antique Pipe,383,Head_Low,Official
19702,C_Santa_Hat_1,Costume Twin Pompom,390,Head_Top,Official
19704,C_Afro_Wig_Red,Costume Red Afro Wig,970,Head_Top,Official
19707,C_Polar_Bear_Cap,Costume Polar Bear Cap,966,Head_Top,Official
19710,C_Wings_Of_Victory,Costume Wings Of Victory,365,Head_Mid,Official
19711,C_Kafra_Band,Costume Kafra Band,106,Head_Top,Official
19731,C_Satanic_Chain,Costume Evolved Evil Wing,39,Head_Top,Official
19733,C_Panda_Cap,Costume Panda Cap,115,Head_Top,Official
19734,C_Binoculars,Costume Binoculars,83,Head_Mid,Official
19736,C_Gas_Mask,Costume Gas Mask,91,Head_Low,Official
19737,C_Corsair_K,Costume Refined Corsair,105,Head_Top,Official
19739,C_Sleeping_Kitty_Cat,Costume Sleeping Kitty Hat,838,Head_Top,Official
19742,C_Small_Golden_Wings,Costume Small Golden Wings,724,Head_Mid,Official
19750,C_Saint_Frill_Ribbon,Costume Saint Frill Ribbon,987,Head_Top,Official
19758,C_Indomitable_Crown,C Indomitable Crown,522,Head_Top,Official
19759,C_Umbrella_Hat,Costume Umbrella Hat,338,Head_Top,Official
19764,C_Monster_Card,Costume Monster Card,526,Head_Low,Official
19765,C_Wing_Angels_Ears,Costume Wing Angels Ears,158,Head_Mid,Official
19775,C_First_Manteau,C First Manteau,307,Head_Low,Official
19779,C_Persika,Costume Persika,659,Head_Top,Official
19780,C_Rabbit_Ear_Knit_Hat,Costume Knit Rabbit Ears,867,Head_Top,Official
19804,C_Red_Vane_Hairpin,Costume Red Vane Hairpin,1044,Head_Top,Official
19809,C_Cowboy_Hat_J,Costume Purple Cowboy Hat,411,Head_Top,Official
19827,C_Amistr_Cap,Costume Amistr,643,Head_Top,Official
19831,C_Filir_Hat,Costume Filir Hat,408,Head_Top,Official
19835,C_Lif_Doll_Hat,Costume Lif Doll Hat,297,Head_Top,Official
19839,C_Vanilmirth_Hat,Costume Vanilmirth Hat,317,Head_Top,Official
19849,C_Munak_Turban,Costume Munak Hat,51,Head_Low,Official
19853,C_Filir_Wing_Ears,Costume Filir Wings,595,Head_Mid,Official
19856,C_Iceflake_Hat,Costume Snow Cone Hat,1080,Head_Top,Official
19862,C_Horn_Of_Succubus,Costume Succubus Horn,150,Head_Top,Official
19863,C_Inccubus_Horn,Costume Incubus Horn,156,Head_Top,Official
19871,C_Music_Decoration,Costume Decoration of Music,1074,Head_Mid,Official
19875,C_Love_Rabbit_Hood,Costume Love Rabbit Hood,549,Head_Low,Official
19881,C_Pretty_Rabbit_Hood,Costume Pretty Rabbit Hood,1085,Head_Low,Official
19882,C_Flowerpot_Mask,Costume Flowerpot Mask,1086,Head_Low,Official
19903,C_Witchs_Hat,Costume Witch's Hat,717,Head_Top,Official
19910,C_Halloween_Hat,Costume Halloween Hat,1098,Head_Top,Official
19911,C_Triangular_Roof_Hat,Costume Triangle roof hat,1099,Head_Top,Official
19917,C_Gloomy_Pumpkin_Hat,C Gloomy Pumpkin Hat,691,Head_Top,Official
19918,C_Lude_Mask,Costume Lude Mask,802,Head_Low,Official
19919,C_Cube_Mask_,Costume Quve Mask,472,Head_Low,Official
19920,C_Adv_Whisper_Mask,Costume Evolved Whisper Mask,458,Head_Low,Official
19927,C_Gray_Drooping_Kitty,Costume Drooping Gray Kitty,275,Head_Top,Official
19947,C_Agent_Dark,C Agent Dark,460,Head_Low,Official
19951,C_Solo_Play_Box2,Costume Cardboard Box,450,Head_Low,Official
19976,C_Cat_Santa_Hat,Cat Santa Hat,1144,Head_Top,Official
19982,C_Santa's_Hat,Costume Santa Hat,20,Head_Top,Official
19990,C_Snow_Rabbit_Knit_Hat,Costume Rabbit Knit Hat,1157,Head_Top,Official
20000,C_Mouse_Hat2,Costume Mouse Hat 2,1194,Head_Top,Official
20001,C_Mouse_Hat3,Costume Mouse Hat 3,1195,Head_Top,Official
20002,C_Mouse_Hat4,Costume Mouse Hat 4,1196,Head_Top,Official
20003,C_Mouse_Hat5,Costume Mouse Hat 5,1197,Head_Top,Official
20004,C_Golden_Bell,C Golden Bell,175,Head_Top,Official
20011,C_Last_Crown,C Last Crown,1199,Head_Top,Official
20025,C_Cow_Hat1,Costume Cow Hat 1,1211,Head_Top,Official
20026,C_Cow_Hat2,Costume Cow Hat 2,1212,Head_Top,Official
20027,C_Cow_Hat3,Costume Cow Hat 3,1213,Head_Top,Official
20028,C_Cow_Hat4,Costume Cow Hat 4,1214,Head_Top,Official
20033,C_Ceremony_Crown,C Ceremony Crown,1217,Head_Top,Official
20043,C_Red_Cherry_Blossom,Costume Cherryblossom in Mouth,823,Head_Low,Official
20053,C_W_King_Tiger_Doll_Hat,Costume White King Tiger Doll Hat,973,Head_Top,Official
20060,C_Safety_Helmet,C Safety Helmet,95,Head_Top,Official
20063,C_Yellow_Brain_Hat,Costume Yellow Brain Hat,1228,Head_Top,Official
20064,C_Blue_Brain_Hat,Costume Blue Brain Hat,1229,Head_Top,Official
20067,C_White_Rabbit_Headband,Costume White Rabbit Headband,719,Head_Top,Official
20068,C_Black_Rabbit_Headband,Costume Black Rabbit Headband,718,Head_Top,Official
20086,C_Dragon_Cintamani_Hat1,Costume Dragon Cintamani Hat,1245,Head_Top,Official
20087,C_Dragon_Cintamani_Hat2,Costume Dragon Cintamani Hat,1246,Head_Top,Official
20088,C_Dragon_Cintamani_Hat3,Costume Dragon Cintamani Hat,1247,Head_Top,Official
20089,C_Dragon_Cintamani_Hat4,Costume Dragon Cintamani Hat,1248,Head_Top,Official
20099,C_Ljosalfar,Flying Ljosalfar,1239,Head_Top,Official
20110,C_Coiledup_Snake,Costume Coiledup Snake,1258,Head_Top,Official
20111,C_Coiledup_Snake_Hat2,Costume Coiledup Snake Hat,1259,Head_Top,Official
20126,C_Odium_Thanatos_Mask,Costume Odium Thanatos Mask,667,Head_Low,Official
20132,C_Subject_Aura,Costume Aura Vicious Mind,1267,Head_Low,Official
20136,C_12_Anniversary_Elf_Ears,Costume 12 Anniversary Elf Ears,875,Head_Mid,Official
20139,C_Horse_Hairpin,Costume Horse Hairpin,1271,Head_Top,Official
20140,C_Horse_Hairpin_,Costume Horse Hairpin,1272,Head_Top,Official
20154,C_Maple_Which_Falls,Costume Maple Which Falls,1275,Head_Mid,Official
20162,C_Fleece_Hat,Costume Fleece Hat,1277,Head_Low,Official
20163,C_Fleece_Hat_,Costume Fleece Hat,1278,Head_Low,Official
20164,C_Sif_Hat,C Sif Hat,639,Head_Top,Official
20165,C_Tendrilion_Hat,Costume Tendrilion Hat,658,Head_Top,Official
20168,C_Skull_Hood,Costume Skull Hood,598,Head_Mid,Official
20174,C_Halloween_Hat_Orange,Costume Orange Halloween Hat,1283,Head_Top,Official
20179,C_Monkey_On_Fur_Hat,Costume Monkey Coat Hat,858,Head_Top,Official
20183,C_There_Is_SomethingX,C There Is SomethingX,1091,Head_Mid,Official
20185,C_Fashionable_Glasses,Costume Fashionable Glasses,131,Head_Top,Official
20206,C_Chicken_Hat,Costume Chicken Hat,1296,Head_Low,Official
20209,C_Mermaid_Longing,Costume Mermaid Bubbles,1299,Head_Top,Official
20210,C_Chicken_Hat_,Costume Chicken Hat,1297,Head_Low,Official
20211,C_Chicken_Hat__,Costume Chicken Hat,1298,Head_Low,Official
20220,C_Dark_Night_Veil,Costume Dark Night Veil,1303,Head_Top,Official
20227,C_Husky_Hat,Costume Husky Hat,1016,Head_Top,Official
20228,C_Pig_MoneyBox,Costume Pig MoneyBox,603,Head_Top,Official
20234,C_Baphomet_Hat,Costume Baphomet Hat,1311,Head_Low,Official
20237,C_Pink_Fur_Hat,Costume Pink Beanie,281,Head_Top,Official
20246,C_Time_Accessory,Costume Decoration Time,1309,Head_Mid,Official
20264,C_Blood_Sucker,Costume Blood Sucker,893,Head_Low,Official
20278,C_Man_Medal,Costume Man's Medal,775,Head_Top,Official
20304,C_Raccoon_Hat,Costume Raccoon Hat,118,Head_Top,Official
20323,C_Sparkling_Sound,Costume Sparkling Sound,1074,Head_Low,Official
20371,C_First_Kafra_Hat,Costume First Kafra Hat,581,Head_Top,Official
20379,C_Pocketwatch_Hair_Ornament,Costume Pocketwatch Hair Ornament,1404,Head_Mid,Official
20388,C_Ayam,Costume Ayam,228,Head_Top,Official
20397,C_Jakk,Costume Jack,1415,Head_Low,Official
20403,C_Dolor_Thanatos,Costume Dolor Thanatos,547,Head_Top,Official
20404,C_Blessing_Of_Angels,Costume Blessing of Angel,1425,Head_Mid,Official
20407,C_Subject_Aura_Red,Costume Vicious Mind Aura Crimson,1418,Head_Low,Official
20409,C_There_is_Something_,Costume There is Something,1091,Head_Mid,Official
20416,C_Scarf_Rag,C Scarf Rag,1371,Head_Low,Official
20417,C_Scarf_Bra,C Scarf Bra,1975,Head_Low,Official
20418,C_Scarf_Bel,C Scarf Bel,1976,Head_Low,Official
20419,C_Scarf_Saf,C Scarf Saf,1977,Head_Low,Official
20420,C_Scarf_Att,C Scarf Att,1978,Head_Low,Official
20421,C_Scarf_Foc,C Scarf Foc,1979,Head_Low,Official
20422,C_Scarf_Cal,C Scarf Cal,1776,Head_Low,Official
20423,C_Scarf_Sma,C Scarf Sma,1416,Head_Low,Official
20424,C_Scarf_Occ,C Scarf Occ,1953,Head_Low,Official
20435,C_Camellia_Hair_Pin,Costume Camellia Hair Pin,1203,Head_Top,Official
20440,C_Tone_of_Gold,Costume Tone of Gold,1447,Head_Low,Official
20450,C_Gram_Peony,Costume Gram Peony,1453,Head_Top,Official
20451,C_Sky_of_Memory,Costume Sky of Memory,1454,Head_Top,Official
20457,C_Feather_Fluttering,Costume Fluttering Feathers,1461,Head_Low,Official
20459,C_Valhalla_Idol,Costume Valhalla Idol,1423,Head_Mid,Official
20472,C_Helm_Of_Angel,Costume Helm of Angel,110,Head_Top,Official
20473,C_Mine_Helm,C Mine Helm,116,Head_Top,Official
20487,C_Floral_Waltz,Costume Floral Waltz,1473,Head_Low,Official
20514,C_Thanatos_Sword,Costume Thanatos Sword,23,Garment,Official
20525,C_Bloody_Wing,Costume Crimson Wings,33,Garment,Official
20526,C_BlueAngel_Wing,C BlueAngel Wing,34,Garment,Official
20528,C_GoldButterfly_Wing,Costume Golden Butterfly Wings,36,Garment,Official
20541,C_AngelRibbonWing_TW,Costume Angel's Ribboned Wings,42,Garment,Official
20571,C_Valkyrie_Wing,Costume Valkyrie Wings,48,Garment,Official
20575,C_School_Bag_BL,Costume Backpack (Black),52,Garment,Official
20577,C_Balloon_Wing,Costume Ballon Wings,54,Garment,Official
20578,C_Wings_Of_Raguel,Costume Raguel's Wings,56,Garment,Official
20579,C_Wings_Of_Raphael,Costume Raphael's Wings,57,Garment,Official
20586,C_Loli_Ruri_Moon,"""Costume: Loli Ruri's Crescent""",64,Garment,Official
20589,C_Gimmick_One_Feather,Costume One Wing,66,Garment,Official
20590,C_Evil_Druid_Cross,Costume Evil Druid Cross,67,Garment,Official
20593,C_Ice_Wing,"""Costume: Ice Wings""",71,Garment,Official
20594,C_Big_Ribbon_Cloak,Costume Big Ribbon Manteau,76,Garment,Official
20595,C_School_Bag_RD_E,Costume Novice Red Backpack,51,Garment,Official
20597,C_Evil_Scythe,"""Costume: Evil Scythe""",79,Garment,Official
20598,C_GiantCatBag_JP_BL,Costume Giant Cat Bag,80,Garment,Official
20599,C_Sakura_Wing,"""Costume: Sakura Wings""",83,Garment,Official
20603,C_P_Ulysses_Feather,Costume Ulysses Wings,85,Garment,Official
20746,C_Rudra_Wing,Costume Rudra Wings,8,Garment,Official
20761,C_Wing_Of_Happiness,Costume Happiness Wings,9,Garment,Official
20763,C_Amistr_Bag,Costume Amistr Bag,4,Garment,Official
20764,C_Fallen_Angel_Wing,Costume Fallen Angel Wing,3,Garment,Official
20765,C_Archangel_Wing,Costume Archangel Wing,49,Garment,Official
20766,C_Fallen_Angel_WingX,C Fallen Angel WingX,73,Garment,Official
21202,C_Eat_Coin,Costume Eatcoin Helm,1869,Head_Low,Official
21206,C_Nut_Cracker,Costume Nut Cracker,1991,Head_Low,Official
21207,C_Bullhead,Costume Bull Head,2078,Head_Low,Official
21300,C_Guardian_Lion_Mask,Costume Lion Mask,231,Head_Mid,Official
23723,C_Freya_Crown,C Freya Crown,328,Head_Top,Official
25101,CH_Spare_Card,CH Spare Card,526,Head_Low,Official
25102,CH_Lush_Rose,CH Lush Rose,963,Head_Top,Official
25103,CH_Kafra_Band,CH Kafra Band,106,Head_Top,Official
25104,CH_Ice_Ears,CH Ice Ears,584,Head_Mid,Official
25105,CH_Skull_Hood,CH Skull Hood,598,Head_Top,Official
25106,CH_Royal_Pirate,CH Royal Pirate,1360,Head_Top,Official
25107,CH_Magician_Hat,CH Magician Hat,130,Head_Top,Official
25108,CH_Mech_Hairband,CH Mech Hairband,1405,Head_Top,Official
25109,CH_Forest_Guide,CH Forest Guide,1802,Head_Top,Official
25110,CH_Filir_Wings,CH Filir Wings,595,Head_Mid,Official
25111,CH_Desert_Prince,CH Desert Prince,567,Head_Top,Official
25112,CH_Assassin_Mask,CH Assassin Mask,180,Head_Low,Official
25113,CH_Angel_Wing,CH Angel Wing,38,Head_Top,Official
25114,CH_Evil_Wing,CH Evil Wing,39,Head_Top,Official
25115,CH_Sakkat,CH Sakkat,67,Head_Top,Official
25116,CH_Hahoe_Mask,CH Hahoe Mask,230,Head_Low,Official
25117,CH_Wizard_Hat,CH Wizard Hat,36,Head_Top,Official
25118,CH_Elven_Ears,CH Elven Ears,73,Head_Mid,Official
25119,CH_Banana_Hat,CH Banana Hat,197,Head_Top,Official
25120,CH_Cactus_Hat,CH Cactus Hat,615,Head_Top,Official
25121,CH_Legionaire_Helm,CH Legionaire Helm,660,Head_Top,Official
25122,CH_Burning_Breath,CH Burning Breath,1050,Head_Low,Official
25123,CH_Orc_Hero_H,CH Orc Hero H,178,Head_Top,Official
25124,CH_Necromancer_Hood,CH Necromancer Hood,491,Head_Top,Official
25125,CH_Samurai_Mask,CH Samurai Mask,644,Head_Low,Official
25126,CH_Majestic_Helm,CH Majestic Helm,1047,Head_Top,Official
25127,CH_Wandering_Minst,CH Wandering Minst,240,Head_Top,Official
25128,CH_Straw_Hat,CH Straw Hat,146,Head_Low,Official
25129,CH_Snake_Head,CH Snake Head,393,Head_Top,Official
25130,CH_Sprout_Hat,CH Sprout Hat,758,Head_Top,Official
25131,CH_Gambler_Seal,CH Gambler Seal,1202,Head_Mid,Official
25132,CH_Darkness_Crown,CH Darkness Crown,941,Head_Top,Official
25133,CH_Valkyrie_Circlet,CH Valkyrie Circlet,940,Head_Top,Official
25134,CH_Crimson_W_Helm,CH Crimson W Helm,1055,Head_Top,Official
25135,CH_Hermod_Cap,CH Hermod Cap,478,Head_Top,Official
25136,CH_Fox_Ear_Bells,CH Fox Ear Bells,1070,Head_Top,Official
25137,CH_Snapping_Turtle,CH Snapping Turtle,585,Head_Top,Official
25138,CH_White_Flower,CH White Flower,259,Head_Low,Official
25139,CH_Butterfly_Ears,CH Butterfly Ears,695,Head_Mid,Official
25140,CH_Honey_Bee_Hat,CH Honey Bee Hat,709,Head_Top,Official
25141,CH_Boys_Cap,CH Boys Cap,102,Head_Top,Official
25142,CH_Snowman_Hat,CH Snowman Hat,616,Head_Top,Official
25143,CH_Beanie,CH Beanie,160,Head_Top,Official
25144,CH_Vane_Hairpin,CH Vane Hairpin,313,Head_Top,Official
25145,CH_Gryphon_Headband,CH Gryphon Headband,1233,Head_Top,Official
25146,CH_Hat_Sungod,CH Hat Sungod,138,Head_Top,Official
25147,CH_Peco_Hairband,CH Peco Hairband,314,Head_Top,Official
25148,CH_Pagdayaw,CH Pagdayaw,303,Head_Top,Official
25149,CH_Ancient_Gold_Orn,CH Ancient Gold Orn,739,Head_Top,Official
25150,CH_Noble_High,CH Noble High,830,Head_Top,Official
25151,CH_Ignis_Cap,CH Ignis Cap,803,Head_Top,Official
25152,CH_Dark_Blindfold,CH Dark Blindfold,187,Head_Mid,Official
25153,CH_Shrine_Maiden,CH Shrine Maiden,908,Head_Top,Official
25154,CH_Feather_Beret,CH Feather Beret,224,Head_Top,Official
25155,CH_Ulle_Cap,CH Ulle Cap,254,Head_Top,Official
25156,CH_Bird_Nest,CH Bird Nest,201,Head_Top,Official
25157,CH_Magic_Booster,CH Magic Booster,873,Head_Mid,Official
25158,CH_Power_Booster,CH Power Booster,1355,Head_Mid,Official
25159,CH_Ifrit_Mask,CH Ifrit Mask,421,Head_Mid,Official
25160,CH_Miracle_B_Rose,CH Miracle B Rose,1064,Head_Top,Official
25161,CH_Darkness_Helm,CH Darkness Helm,586,Head_Top,Official
25162,CH_Yellow_Bandana,CH Yellow Bandana,309,Head_Top,Official
25163,CH_Riot_Chip,CH Riot Chip,1201,Head_Top,Official
25164,CH_Angel_W_Ears,CH Angel W Ears,158,Head_Mid,Official
25165,CH_Evil_W_Ears,CH Evil W Ears,152,Head_Mid,Official
25166,CH_Bone_Helm,CH Bone Helm,103,Head_Top,Official
25167,CH_Crown_of_Deceit,CH Crown of Deceit,544,Head_Top,Official
25168,CH_Coif,CH Coif,176,Head_Top,Official
25169,CH_Cigarette,CH Cigarette,54,Head_Low,Official
25170,CH_Fafnir_Mask,CH Fafnir Mask,180,Head_Low,Official
25171,CH_Opera_Mask,CH Opera Mask,68,Head_Mid,Official
25172,CH_Toy_Soldier_Hat,CH Toy Soldier Hat,420,Head_Top,Official
25173,CH_Ghost_Bandana,CH Ghost Bandana,61,Head_Top,Official
25174,CH_Doctor_Band,CH Doctor Band,60,Head_Top,Official
25175,CH_Ice_Cream_Hat,CH Ice Cream Hat,488,Head_Top,Official
25176,CH_Devil_Bone_Helm,CH Devil Bone Helm,523,Head_Top,Official
25177,CH_Sheep_Hat,CH Sheep Hat,205,Head_Top,Official
25178,CH_Airship_Captain,CH Airship Captain,367,Head_Top,Official
25179,CH_Drowned_King,CH Drowned King,870,Head_Top,Official
25180,CH_Gas_Mask,CH Gas Mask,91,Head_Mid,Official
25181,CH_Winged_Dragon,CH Winged Dragon,999,Head_Top,Official
25182,CH_Sloth_Hat,CH Sloth Hat,638,Head_Top,Official
25183,CH_Magic_Stone_H,CH Magic Stone H,630,Head_Top,Official
25184,CH_Welding_Mask,CH Welding Mask,79,Head_Mid,Official
25185,CH_Gemini_Eyes,CH Gemini Eyes,1456,Head_Mid,Official
25186,CH_Dropping_Cat,CH Dropping Cat,142,Head_Top,Official
25187,CH_Valkyrie_Helm,CH Valkyrie Helm,225,Head_Top,Official
25188,CH_Crown,CH Crown,45,Head_Top,Official
25189,CH_Dark_Bacilium,CH Dark Bacilium,364,Head_Top,Official
25190,CH_Angel_Helm,CH Angel Helm,110,Head_Top,Official
29982,C_Sun_9,C Sun 9,1622,Head_Top,Official
29983,C_Moon_9,C Moon 9,1621,Head_Top,Official
29984,C_Sun_8,C Sun 8,1620,Head_Top,Official
29985,C_Moon_8,C Moon 8,1619,Head_Top,Official
29986,C_Sun_7,C Sun 7,1618,Head_Top,Official
29987,C_Moon_7,C Moon 7,1617,Head_Top,Official
29988,C_Sun_6,C Sun 6,1616,Head_Top,Official
29989,C_Moon_6,C Moon 6,1615,Head_Top,Official
29990,C_Sun_5,C Sun 5,1614,Head_Top,Official
29991,C_Moon_5,C Moon 5,1613,Head_Top,Official
29992,C_Sun_4,C Sun 4,1612,Head_Top,Official
29993,C_Moon_4,C Moon 4,1611,Head_Top,Official
29994,C_Sun_3,C Sun 3,1610,Head_Top,Official
29995,C_Moon_3,C Moon 3,1609,Head_Top,Official
29996,C_Sun_2,C Sun 2,1608,Head_Top,Official
29997,C_Moon_2,C Moon 2,1607,Head_Top,Official
29998,C_Sun_1,C Sun 1,1606,Head_Top,Official
29999,C_Moon_1,C Moon 1,1605,Head_Top,Official
31033,C_BelieversCap,Costume Believer's Mask,1485,Head_Low,Official
31034,C_Pirate_Bandana,C Pirate Bandana,74,Head_Top,Official
31040,C_Magical_Feather,Costume Magical Feather,1279,Head_Top,Official
31047,C_First_Love_Cheek,Costume First Love Cheek,1494,Head_Mid,Official
31089,C_Exploding_Crimson_Flame,Costume Exploding Crimson Flame,1500,Head_Mid,Official
31091,C_Gold_Shower,Costume Show Me The Zeny,1528,Head_Top,Official
31105,C_RO_Celebration_Hat,Costume RO Celebration Hat,1541,Head_Top,Official
31125,C_Royal_Pirate_Hat,C Royal Pirate Hat,1360,Head_Top,Official
31140,C_Cowboy_Hat_,Costume Black Cowboy Hat,1569,Head_Top,Official
31141,C_Rose_Corsage_,Costume Cactus Flower Corsage,1570,Head_Top,Official
31142,C_Time_Prison,Costume Prison of Time,1309,Head_Low,Official
31143,C_Krathong_Crown_TH,"""Costume: Krathong Crown""",1560,Head_Top,Official
31150,C_Shalosh_Head_Dress,Costume Shalosh Headdress,1564,Head_Top,Official
31157,C_Spirit_Chain,Costume Soul Ring,69,Head_Top,Official
31160,C_Wyrdbrand,C Wyrdbrand,1361,Head_Top,Official
31195,C_Choco_Minihat,Costume Mini Chocolate Hat,1592,Head_Top,Official
31205,C_Large_Orc_Hero_Helm,C Large Orc Hero Helm,381,Head_Top,Official
31259,C_Bubble_A_Angel_H,Costume Bubbly Arc Angeling Hairband,1633,Head_Top,Official
31262,C_Disposable_3D_Glasses,C Disposable 3D Glasses,661,Head_Mid,Official
31263,C_Disposable_Popcorn_Hat,C Disposable Popcorn Hat,415,Head_Top,Official
31308,C_Protect_Feathers,C Protect Feathers,1232,Head_Mid,Official
